CO_FRAC_RA,Paraguay,Bolivia,Brasil,Peru,Colombia
5_18_1,15,8,0,3,4
5_18_10,20,30,0,20,1
5_18_11,5,0,0,6,0
5_18_2,17,1,2,6,3
5_18_3,10,9,0,11,2
5_18_4,8,1,1,15,0
5_18_5,16,2,1,10,0
5_18_6,9,0,0,18,0
5_18_7,16,0,3,5,0
5_18_8,22,0,0,3,0
5_18_9,22,2,0,5,0
5_19_1,12,8,0,11,3
5_19_10,10,2,1,16,2
5_19_11,11,1,2,25,3
5_19_2,10,7,1,6,2
5_19_3,16,7,3,24,1
5_19_4,8,10,2,19,2
5_19_5,23,16,0,15,0
5_19_6,11,6,0,13,5
5_19_7,5,6,1,9,0
5_19_8,12,1,0,22,4
5_19_9,5,4,0,3,0
5_2_1,23,7,4,13,23
5_2_10,10,8,2,39,4
5_2_11,14,2,2,16,5
5_2_2,6,5,0,11,5
5_2_3,5,3,0,4,8
5_2_4,15,3,5,24,9
5_2_5,11,2,1,16,1
5_2_6,13,4,3,73,3
5_2_7,14,3,8,35,7
5_2_8,14,2,7,18,10
5_2_9,12,9,1,69,14
5_20_1,10,9,2,31,0
5_20_10,39,24,0,30,0
5_20_11,33,6,3,17,1
5_20_12,22,13,0,33,0
5_20_2,31,10,2,20,1
5_20_3,31,30,2,43,1
5_20_4,9,19,0,33,3
5_20_5,12,3,0,15,1
5_20_6,16,8,4,28,1
5_20_7,27,23,0,38,0
5_20_8,14,37,2,36,12
5_20_9,10,7,3,13,0
5_21_1,10,7,0,8,0
5_21_10,2,9,1,17,0
5_21_11,4,3,1,11,2
5_21_2,32,29,0,4,3
5_21_3,8,5,1,2,0
5_21_4,18,11,4,13,5
5_21_5,4,2,0,5,1
5_21_6,9,4,1,4,1
5_21_7,9,12,1,5,0
5_21_8,7,2,1,28,0
5_21_9,12,7,1,2,2
5_22_1,4,15,0,5,1
5_22_10,16,15,0,42,1
5_22_11,20,51,0,29,0
5_22_12,20,19,2,32,0
5_22_13,2,20,0,13,1
5_22_2,10,5,2,22,3
5_22_3,21,2,0,4,0
5_22_4,10,0,0,9,0
5_22_5,20,29,1,34,0
5_22_6,19,10,0,35,0
5_22_7,31,23,2,44,5
5_22_8,5,7,2,14,0
5_22_9,23,31,1,6,4
5_3_1,19,4,1,19,4
5_3_10,10,15,4,15,0
5_3_11,23,3,3,44,8
5_3_2,33,7,4,136,6
5_3_3,15,8,1,63,0
5_3_4,13,9,1,35,21
5_3_5,8,2,0,26,17
5_3_6,9,0,2,4,2
5_3_7,9,4,6,11,1
5_3_8,1,0,2,4,2
5_3_9,9,9,2,17,4
5_4_1,10,2,4,14,1
5_4_2,5,5,3,10,4
5_4_3,13,5,3,49,9
5_4_4,11,1,0,16,2
5_4_5,8,3,5,8,2
5_4_6,7,5,9,12,2
5_4_7,2,1,1,6,1
5_4_8,11,5,2,25,6
5_4_9,28,2,3,69,3
5_5_1,8,0,2,2,4
5_5_2,17,2,0,21,0
5_5_3,10,0,1,8,0
5_5_4,13,5,0,9,0
5_5_5,8,2,0,9,0
5_5_6,11,4,1,1,7
5_5_7,21,2,4,16,4
5_5_8,12,0,0,15,1
5_6_1,6,6,0,0,0
5_6_2,7,7,3,6,3
5_6_3,17,6,3,8,1
5_6_4,12,2,6,17,3
5_6_5,15,3,1,19,0
5_6_6,21,2,4,4,1
5_6_7,27,0,2,34,1
5_6_8,5,1,2,9,1
5_7_1,16,6,4,9,8
5_7_2,13,1,0,41,6
5_7_3,6,11,1,7,6
5_7_4,19,8,2,17,5
5_7_5,35,14,7,43,6
5_7_6,9,1,1,30,4
5_7_7,18,6,3,19,4
5_7_8,11,7,1,55,0
5_8_1,25,3,12,19,0
5_8_2,14,1,17,7,1
5_8_3,25,13,5,42,8
5_8_4,16,8,2,16,2
5_8_5,11,1,0,10,0
5_8_6,13,2,2,10,1
5_8_7,10,1,5,8,37
5_8_8,16,3,0,36,0
5_8_9,6,1,1,2,0
5_9_1,17,1,6,9,7
5_9_10,34,17,0,38,0
5_9_2,3,0,1,3,0
5_9_3,6,1,0,7,3
5_9_4,9,4,2,7,0
5_9_5,7,8,1,6,2
5_9_6,9,1,1,19,0
5_9_7,11,7,0,8,0
5_9_8,6,1,0,13,1
5_9_9,17,9,1,8,5
6_1_1,11,7,5,14,0
6_1_10,2,6,0,12,3
6_1_11,4,1,2,5,0
6_1_12,17,6,2,7,1
6_1_2,15,5,3,8,2
6_1_3,4,4,2,40,3
6_1_4,7,8,2,9,1
6_1_5,10,12,2,7,3
6_1_6,11,3,1,8,0
6_1_7,12,8,0,3,0
6_1_8,11,7,2,45,3
6_1_9,12,6,4,9,1
6_10_1,11,3,1,3,1
6_10_10,8,4,2,8,1
6_10_2,4,4,1,5,1
6_10_3,9,1,0,5,0
6_10_4,7,9,0,40,5
6_10_5,10,1,2,7,5
6_10_6,13,2,3,27,0
6_10_7,5,6,2,7,4
6_10_8,10,4,1,10,3
6_10_9,10,2,1,0,1
6_11_1,11,14,1,9,1
6_11_10,14,0,0,0,0
6_11_2,5,4,0,2,3
6_11_3,6,4,0,1,0
6_11_4,6,2,2,4,0
6_11_5,1,3,2,1,3
6_11_6,12,0,1,8,0
6_11_7,14,1,2,6,1
6_11_8,9,0,0,4,0
6_11_9,6,1,0,3,1
6_12_1,0,5,1,0,3
6_12_10,5,2,0,2,0
6_12_11,5,4,2,9,4
6_12_12,7,3,3,19,1
6_12_2,11,14,4,23,0
6_12_3,7,2,2,2,0
6_12_4,4,0,1,1,0
6_12_5,7,13,3,9,0
6_12_6,9,3,0,1,0
6_12_7,12,6,1,7,1
6_12_8,7,1,3,4,4
6_12_9,10,8,6,3,2
6_13_1,3,5,2,1,0
6_13_2,8,2,7,9,4
6_13_3,17,2,2,17,1
6_13_4,21,15,3,9,0
6_13_5,16,0,1,7,0
6_13_6,2,0,3,0,0
6_13_7,17,0,2,4,1
6_13_8,29,25,5,5,1
6_13_9,17,1,3,1,1
6_14_1,5,1,20,6,0
6_14_10,10,6,3,3,3
6_14_2,8,3,3,5,0
6_14_3,19,5,3,8,1
6_14_4,4,2,1,8,3
6_14_5,10,0,1,9,4
6_14_6,27,2,2,13,3
6_14_7,8,2,1,6,0
6_14_8,10,0,2,0,0
6_14_9,8,0,5,1,0
6_15_1,6,3,1,3,0
6_15_10,5,0,2,1,2
6_15_2,14,0,1,12,0
6_15_3,8,0,1,11,0
6_15_4,4,1,0,2,0
6_15_5,8,0,0,2,1
6_15_6,10,2,2,0,0
6_15_7,9,4,3,8,1
6_15_8,15,5,3,27,3
6_15_9,5,0,1,4,0
6_16_1,5,1,0,3,5
6_16_10,6,2,4,20,1
6_16_11,13,2,1,19,0
6_16_2,3,7,3,6,5
6_16_3,9,3,0,9,0
6_16_4,3,3,0,0,3
6_16_5,8,4,1,1,3
6_16_6,9,0,1,6,0
6_16_7,16,0,5,2,1
6_16_8,18,2,3,14,3
6_16_9,10,4,2,2,0
6_17_1,7,5,1,11,1
6_17_2,7,2,3,0,0
6_17_3,10,2,0,17,1
6_17_4,9,0,3,2,0
6_17_5,10,7,6,30,2
6_17_6,10,1,3,5,0
6_17_7,2,7,0,0,1
6_18_1,5,4,1,7,0
6_18_2,2,0,0,3,2
6_18_3,5,2,3,2,2
6_18_4,11,0,0,4,0
6_18_5,10,0,1,9,0
6_18_6,9,5,2,5,4
6_18_7,12,5,3,4,0
6_18_8,7,2,3,0,0
6_18_9,8,1,3,2,1
6_19_1,10,11,6,25,0
6_19_2,13,3,5,14,1
6_19_3,4,0,2,8,0
6_19_4,15,0,1,7,3
6_19_5,6,0,1,16,1
6_19_6,14,6,1,2,0
6_19_7,7,3,2,2,0
6_19_8,6,2,4,2,4
6_2_1,11,0,0,12,0
6_2_10,15,5,2,16,7
6_2_11,27,9,7,6,5
6_2_2,6,0,3,2,0
6_2_3,7,5,0,6,1
6_2_4,5,5,1,12,0
6_2_5,1,5,1,1,0
6_2_6,13,1,2,8,4
6_2_7,5,4,0,46,0
6_2_8,7,15,1,34,1
6_2_9,8,4,2,4,0
6_20_1,7,0,1,6,0
6_20_10,3,8,4,6,0
6_20_2,7,3,0,5,1
6_20_3,9,4,2,10,1
6_20_4,1,0,1,0,1
6_20_5,5,1,1,0,2
6_20_6,10,2,0,0,0
6_20_7,3,1,6,16,0
6_20_8,10,2,2,6,1
6_20_9,12,36,1,5,0
6_21_1,4,1,0,0,1
6_21_10,8,0,1,2,2
6_21_11,13,2,3,8,1
6_21_2,4,6,1,6,1
6_21_3,11,3,5,1,4
6_21_4,8,1,2,17,1
6_21_5,10,3,2,1,1
6_21_6,12,2,0,5,1
6_21_7,18,4,0,9,4
6_21_8,10,12,2,10,1
6_21_9,9,4,2,6,0
6_3_1,29,16,5,28,0
6_3_10,8,0,0,4,0
6_3_2,13,6,1,9,0
6_3_3,7,7,2,5,3
6_3_4,6,5,2,5,0
6_3_5,11,22,1,3,0
6_3_6,17,14,1,4,7
6_3_7,11,3,0,5,1
6_3_8,12,3,1,19,1
6_3_9,6,2,1,47,10
6_4_1,4,12,1,7,7
6_4_10,21,3,2,20,0
6_4_11,3,1,2,12,0
6_4_2,11,4,2,1,0
6_4_3,15,1,0,14,2
6_4_4,7,2,0,2,2
6_4_5,6,1,0,1,0
6_4_6,5,12,2,1,1
6_4_7,13,6,0,4,0
6_4_8,4,3,1,3,1
6_4_9,13,4,3,4,5
6_5_1,9,3,1,13,3
6_5_10,12,4,0,1,1
6_5_11,8,3,4,2,2
6_5_12,4,3,0,10,0
6_5_2,10,3,3,4,6
6_5_3,9,1,0,7,0
6_5_4,11,1,3,3,1
6_5_5,18,8,0,3,1
6_5_6,4,4,1,10,0
6_5_7,10,1,2,15,0
6_5_8,8,0,2,1,1
6_5_9,6,0,1,1,4
6_6_1,13,0,0,5,4
6_6_2,15,2,8,11,2
6_6_3,8,7,0,11,6
6_6_4,6,0,4,2,0
6_6_5,2,2,0,3,0
6_6_6,5,8,3,1,2
6_6_7,8,5,2,7,1
6_6_8,23,4,2,13,3
6_6_9,4,3,4,1,4
6_7_1,4,11,0,1,1
6_7_10,4,0,0,13,3
6_7_11,7,4,3,3,1
6_7_12,4,2,1,6,1
6_7_13,4,0,2,6,0
6_7_2,13,4,4,7,0
6_7_3,11,3,0,5,0
6_7_4,18,4,3,24,1
6_7_5,7,0,1,4,1
6_7_6,13,7,1,14,4
6_7_7,22,13,4,14,1
6_7_8,7,1,1,15,0
6_7_9,9,3,6,0,4
6_8_1,2,4,4,0,0
6_8_10,1,6,2,1,0
6_8_2,25,2,2,16,0
6_8_3,7,1,0,1,1
6_8_4,11,1,1,3,0
6_8_5,9,1,3,4,0
6_8_6,19,4,5,16,26
6_8_7,10,2,1,4,0
6_8_8,19,8,3,3,0
6_8_9,13,4,2,7,0
6_9_1,7,0,0,4,0
6_9_10,9,0,1,0,1
6_9_2,1,0,0,0,7
6_9_3,9,1,0,2,9
6_9_4,11,1,0,2,2
6_9_5,2,3,1,6,0
6_9_6,9,5,3,2,5
6_9_7,8,2,1,3,2
6_9_8,3,4,0,2,2
6_9_9,9,4,0,3,5
7_1_1,7,62,2,18,2
7_1_10,17,56,1,15,0
7_1_2,6,71,1,41,0
7_1_3,9,36,1,29,0
7_1_4,20,82,3,28,0
7_1_5,12,37,2,33,1
7_1_6,14,106,0,25,0
7_1_7,5,42,0,6,0
7_1_8,7,12,1,22,0
7_1_9,8,97,0,25,0
7_10_1,8,2,2,0,1
7_10_10,7,2,0,2,1
7_10_2,2,0,0,4,1
7_10_3,16,3,0,7,0
7_10_4,11,2,2,3,6
7_10_5,7,12,0,1,3
7_10_6,13,11,0,4,6
7_10_7,4,0,2,3,0
7_10_8,12,2,3,5,0
7_10_9,14,5,1,11,0
7_11_1,11,13,2,9,5
7_11_10,6,0,3,5,0
7_11_2,4,3,4,1,2
7_11_3,15,5,4,5,0
7_11_4,5,3,0,6,1
7_11_5,2,1,0,1,5
7_11_6,9,2,1,2,0
7_11_7,8,0,0,8,6
7_11_8,26,3,2,11,1
7_11_9,11,1,2,7,1
7_12_1,9,2,2,5,5
7_12_2,4,3,0,25,0
7_12_3,7,11,0,13,0
7_12_4,4,4,2,4,0
7_12_5,4,0,1,0,1
7_12_6,7,8,6,6,0
7_12_7,20,10,2,0,0
7_12_8,24,22,3,25,0
7_12_9,7,37,1,19,0
7_13_1,17,15,2,3,0
7_13_10,6,1,1,0,0
7_13_11,9,13,0,2,2
7_13_12,2,15,1,6,0
7_13_13,5,2,2,1,0
7_13_14,7,12,2,7,1
7_13_15,5,2,0,3,0
7_13_2,20,5,4,6,4
7_13_3,13,7,1,2,5
7_13_4,15,0,3,4,0
7_13_5,5,0,0,1,0
7_13_6,7,1,0,5,0
7_13_7,6,0,1,5,0
7_13_8,4,34,2,3,0
7_13_9,1,15,0,0,0
7_14_1,6,63,0,7,0
7_14_10,5,49,1,19,0
7_14_11,4,18,0,8,5
7_14_12,19,50,3,9,0
7_14_13,9,86,0,8,0
7_14_2,8,12,0,17,0
7_14_3,10,43,1,12,0
7_14_4,6,13,1,2,0
7_14_5,6,28,3,10,0
7_14_6,16,72,1,5,0
7_14_7,5,68,2,12,2
7_14_8,3,63,0,18,0
7_14_9,5,74,3,12,1
7_15_1,9,133,0,13,0
7_15_10,19,106,0,23,0
7_15_11,19,81,0,40,0
7_15_2,23,130,0,27,0
7_15_3,14,103,2,8,0
7_15_4,13,40,0,12,1
7_15_5,12,55,1,12,2
7_15_6,39,56,2,26,0
7_15_7,12,14,1,18,2
7_15_8,7,9,0,35,0
7_15_9,17,17,0,4,0
7_16_1,1,14,0,0,0
7_16_2,9,57,0,29,0
7_16_3,7,11,1,6,1
7_16_4,11,33,1,5,0
7_16_5,9,90,3,7,0
7_16_6,7,71,0,9,0
7_16_7,14,99,2,18,0
7_16_8,17,89,1,14,0
7_16_9,14,166,0,92,1
7_17_1,198,414,0,141,0
7_17_10,104,749,2,70,0
7_17_11,18,227,2,12,0
7_17_2,302,717,1,79,0
7_17_3,192,599,0,120,0
7_17_4,84,970,1,64,0
7_17_5,16,595,1,2,0
7_17_6,100,525,1,85,0
7_17_7,37,1473,0,102,0
7_17_8,88,633,2,47,2
7_17_9,99,1013,0,200,0
7_18_1,153,672,0,97,0
7_18_10,0,905,0,14,0
7_18_11,129,427,0,174,0
7_18_2,7,274,0,24,1
7_18_3,256,103,0,121,0
7_18_4,68,185,0,295,0
7_18_5,80,490,1,59,0
7_18_6,205,532,0,136,1
7_18_7,34,78,0,21,0
7_18_8,37,29,0,14,0
7_18_9,57,535,0,127,0
7_19_1,6,337,0,50,0
7_19_2,41,490,3,77,1
7_19_3,31,445,2,54,1
7_19_4,51,549,0,111,0
7_19_5,30,284,0,78,0
7_19_6,63,77,1,59,0
7_2_1,6,6,3,39,1
7_2_2,2,6,2,0,0
7_2_3,9,44,1,37,1
7_2_4,9,116,1,29,0
7_2_5,12,30,3,24,2
7_2_6,16,41,3,17,3
7_2_7,24,38,3,30,0
7_2_8,13,2,1,7,0
7_2_9,25,15,3,36,1
7_20_1,9,12,0,20,1
7_20_10,32,214,2,106,0
7_20_11,29,125,0,48,2
7_20_12,13,76,0,28,0
7_20_13,21,25,2,15,0
7_20_2,10,1,1,1,0
7_20_3,15,30,1,13,0
7_20_4,5,32,0,11,0
7_20_5,8,45,1,3,1
7_20_6,15,33,0,9,0
7_20_7,47,47,3,9,0
7_20_8,23,55,0,22,0
7_20_9,16,135,1,32,0
7_21_1,10,7,0,16,1
7_21_10,6,3,3,3,6
7_21_11,5,2,4,16,1
7_21_12,8,38,2,15,0
7_21_2,6,4,4,2,0
7_21_3,14,1,3,0,0
7_21_4,4,3,1,1,0
7_21_5,12,3,2,8,0
7_21_6,12,4,0,2,5
7_21_7,9,5,2,4,1
7_21_8,3,1,2,1,0
7_21_9,4,1,4,1,1
7_22_1,10,0,1,1,0
7_22_10,11,9,2,33,0
7_22_11,8,3,0,5,1
7_22_12,1,2,1,1,0
7_22_13,13,5,3,3,0
7_22_2,12,7,3,23,0
7_22_3,6,10,0,7,1
7_22_4,9,1,0,0,0
7_22_5,12,4,0,6,1
7_22_6,7,4,0,6,1
7_22_7,6,3,2,8,0
7_22_8,11,8,0,1,0
7_22_9,2,1,2,0,0
7_23_1,16,7,0,12,0
7_23_2,5,2,1,0,3
7_23_3,9,1,4,2,0
7_23_4,5,3,0,5,1
7_23_5,18,1,0,16,0
7_23_6,13,4,0,5,0
7_23_7,8,8,1,18,0
7_23_8,5,22,1,21,0
7_23_9,4,1,1,4,0
7_24_1,28,0,0,4,6
7_24_10,6,35,0,2,0
7_24_11,20,15,1,22,1
7_24_2,14,32,2,40,0
7_24_3,8,34,3,2,1
7_24_4,21,17,1,8,0
7_24_5,10,9,0,3,0
7_24_6,10,41,1,16,1
7_24_7,12,41,0,12,0
7_24_8,6,19,0,39,0
7_24_9,12,33,4,10,3
7_3_1,4,1,1,3,2
7_3_10,13,13,1,7,5
7_3_2,8,25,3,26,4
7_3_3,10,2,1,27,0
7_3_4,7,58,0,31,0
7_3_5,8,1,1,14,1
7_3_6,5,21,0,21,0
7_3_7,10,20,1,27,0
7_3_8,10,11,4,6,0
7_3_9,11,50,2,12,2
7_4_1,27,1,5,4,4
7_4_10,10,3,0,7,1
7_4_2,7,1,0,3,0
7_4_3,15,0,3,11,4
7_4_4,21,4,4,4,20
7_4_5,12,15,0,18,0
7_4_6,35,7,13,86,1
7_4_7,40,4,2,35,2
7_4_8,23,0,2,0,0
7_4_9,4,5,2,11,0
7_5_1,9,0,0,0,0
7_5_2,9,1,2,3,0
7_5_3,4,0,3,29,0
7_5_4,8,0,3,8,6
7_5_5,18,7,0,3,0
7_5_6,4,1,0,2,2
7_5_7,13,0,2,2,0
7_5_8,10,4,2,4,2
7_5_9,59,9,0,41,0
7_6_1,13,2,5,7,0
7_6_2,5,10,12,5,0
7_6_3,11,3,2,10,5
7_6_4,16,48,1,13,20
7_6_5,28,6,4,31,4
7_6_6,6,4,1,10,3
7_6_7,14,5,3,11,8
7_6_8,5,1,0,0,0
7_6_9,7,7,0,12,0
7_7_1,13,15,1,2,0
7_7_10,4,15,0,3,0
7_7_11,8,5,2,11,3
7_7_2,3,11,0,9,0
7_7_3,32,0,1,3,12
7_7_4,10,0,9,11,1
7_7_5,7,31,1,39,0
7_7_6,15,44,5,12,5
7_7_7,6,30,1,14,0
7_7_8,14,1,0,21,0
7_7_9,32,24,2,60,0
7_8_1,7,3,4,11,0
7_8_2,15,24,9,19,0
7_8_3,9,1,1,13,0
7_8_4,3,2,1,5,1
7_8_5,14,59,1,14,0
7_8_6,11,19,1,16,3
7_8_7,7,25,2,4,1
7_8_8,30,27,3,13,2
7_9_1,5,3,9,6,0
7_9_10,4,3,2,7,1
7_9_11,5,8,1,11,0
7_9_2,7,5,7,5,0
7_9_3,4,3,1,1,0
7_9_4,5,14,0,3,1
7_9_5,7,3,1,0,4
7_9_6,8,12,2,3,1
7_9_7,6,3,3,12,2
7_9_8,8,1,2,7,0
7_9_9,3,13,1,3,2
8_1_1,116,140,0,4,0
8_1_10,332,134,1,59,0
8_1_11,179,54,0,16,0
8_1_12,1618,288,1,80,0
8_1_2,405,229,1,48,0
8_1_3,389,146,0,6,0
8_1_4,375,83,0,11,0
8_1_5,87,97,0,10,0
8_1_6,529,249,6,3,0
8_1_7,333,20,0,0,0
8_1_8,261,139,0,18,0
8_1_9,951,482,0,98,0
8_10_1,6,5,3,3,0
8_10_2,1,14,0,0,2
8_10_3,15,2,1,3,0
8_10_4,23,19,2,7,0
8_10_5,37,3,2,12,3
8_10_6,25,14,1,2,0
8_10_7,14,9,1,8,0
8_10_8,62,57,0,14,1
8_11_1,36,30,4,19,0
8_11_2,41,13,0,10,0
8_11_3,41,12,2,4,4
8_11_4,28,22,3,3,2
8_11_5,24,7,2,13,0
8_12_1,8,44,1,6,1
8_12_2,15,21,1,2,0
8_12_3,7,28,0,5,0
8_12_4,7,49,1,14,0
8_12_5,11,22,2,10,0
8_12_6,5,10,0,0,0
8_12_7,8,3,0,13,1
8_13_1,1,1,0,0,0
8_13_2,11,13,0,5,0
8_13_3,24,96,0,11,0
8_13_4,18,109,0,21,0
8_13_5,10,51,4,17,0
8_13_6,3,51,3,24,0
8_13_7,7,74,0,12,0
8_13_8,15,58,0,6,0
8_14_1,272,222,2,34,0
8_14_10,27,150,0,34,1
8_14_2,151,226,2,26,0
8_14_3,247,426,0,56,0
8_14_4,223,476,0,39,1
8_14_5,76,118,1,11,1
8_14_6,8,86,0,17,0
8_14_7,13,76,4,13,0
8_14_8,8,46,1,4,0
8_14_9,27,200,0,27,0
8_15_1,645,796,1,121,0
8_15_10,25,121,0,39,0
8_15_2,350,927,0,137,0
8_15_3,412,500,0,48,0
8_15_4,168,242,0,7,0
8_15_5,806,281,3,49,0
8_15_6,88,198,0,11,0
8_15_7,63,190,0,34,0
8_15_8,202,302,1,31,0
8_15_9,94,352,0,87,1
8_16_1,26,25,1,15,0
8_16_10,64,45,0,2,0
8_16_2,17,22,2,11,0
8_16_3,35,60,0,1,0
8_16_4,17,16,0,25,0
8_16_5,11,6,1,2,0
8_16_6,18,7,2,7,0
8_16_7,44,46,0,24,0
8_16_8,17,13,0,10,1
8_16_9,10,10,0,17,0
8_17_1,3,3,1,0,0
8_17_2,8,9,1,1,0
8_17_3,10,1,0,5,1
8_17_4,11,0,1,0,6
8_17_5,2,1,2,9,3
8_2_1,31,11,1,11,0
8_2_10,7,3,0,4,0
8_2_2,9,2,1,7,0
8_2_3,2,8,1,3,0
8_2_4,12,5,1,17,0
8_2_5,9,4,0,7,0
8_2_6,12,4,2,6,0
8_2_7,14,10,1,13,0
8_2_8,16,8,0,4,0
8_2_9,8,4,0,1,0
8_3_1,25,164,4,19,1
8_3_10,377,261,1,13,0
8_3_2,15,72,0,1,0
8_3_3,12,66,0,1,0
8_3_4,19,58,1,5,1
8_3_5,14,24,0,1,0
8_3_6,1,19,0,1,0
8_3_7,5,60,3,9,0
8_3_8,799,113,1,19,0
8_3_9,650,188,0,4,0
8_4_1,16,151,1,23,0
8_4_10,5,24,1,0,0
8_4_11,7,35,0,4,0
8_4_2,1,53,0,15,0
8_4_3,4,41,0,0,0
8_4_4,17,31,1,8,0
8_4_5,7,38,1,11,0
8_4_6,16,59,0,4,0
8_4_7,7,73,0,6,0
8_4_8,8,110,0,3,2
8_4_9,7,30,0,9,0
8_5_1,12,44,0,11,0
8_5_10,6,6,0,2,0
8_5_11,13,2,0,5,0
8_5_2,5,47,0,4,0
8_5_3,13,123,0,2,3
8_5_4,5,103,0,5,0
8_5_5,7,36,0,4,1
8_5_6,10,65,0,0,0
8_5_7,18,87,1,17,0
8_5_8,11,6,3,2,0
8_5_9,7,2,1,0,0
8_6_1,7,3,3,3,0
8_6_10,27,66,2,15,0
8_6_11,16,151,1,1,1
8_6_2,22,6,1,2,1
8_6_3,14,6,1,6,1
8_6_4,5,44,0,31,0
8_6_5,7,84,0,17,0
8_6_6,23,146,3,21,0
8_6_7,6,57,0,5,0
8_6_8,16,40,3,8,0
8_6_9,14,84,0,7,0
8_7_1,72,363,1,1,0
8_7_10,20,479,2,5,0
8_7_11,58,574,0,15,0
8_7_12,81,342,1,2,0
8_7_13,86,548,2,10,3
8_7_14,580,765,3,30,0
8_7_2,131,558,1,15,0
8_7_3,160,466,0,12,0
8_7_4,244,485,0,26,0
8_7_5,503,447,0,6,0
8_7_6,278,562,0,7,0
8_7_7,815,542,2,12,0
8_7_8,250,524,1,19,1
8_7_9,463,1005,5,56,0
8_8_1,11,35,4,7,0
8_8_10,21,117,3,7,0
8_8_11,11,2,2,1,0
8_8_2,11,25,0,7,0
8_8_3,9,16,0,1,0
8_8_4,10,18,0,2,0
8_8_5,20,26,2,3,0
8_8_6,9,60,0,9,0
8_8_7,5,57,0,2,2
8_8_8,4,29,2,3,0
8_8_9,10,55,1,18,0
8_9_1,2,40,0,9,0
8_9_2,3,22,0,6,0
8_9_3,5,44,0,1,0
8_9_4,9,12,1,1,0
8_9_5,7,21,3,13,5
8_9_6,16,43,1,5,0
8_9_7,5,10,2,2,0
8_9_8,10,25,1,2,0
8_9_9,6,14,1,2,0
9_1_1,6,2,3,0,0
9_1_2,4,0,1,1,0
9_1_3,7,13,1,4,0
9_1_4,17,40,1,24,3
9_1_5,25,14,0,23,1
9_1_6,21,51,0,16,1
9_1_7,15,8,1,16,0
9_1_8,20,15,0,12,0
9_1_9,18,16,4,16,0
9_10_1,13,33,0,12,0
9_10_10,5,0,1,4,0
9_10_11,7,0,0,11,2
9_10_12,2,0,1,0,0
9_10_2,11,69,1,20,0
9_10_3,6,79,4,33,7
9_10_4,4,8,0,3,1
9_10_5,4,21,0,20,0
9_10_6,11,83,0,8,1
9_10_7,9,53,1,18,2
9_10_8,6,5,1,0,0
9_10_9,7,4,0,5,0
9_11_1,24,12,2,8,0
9_11_10,9,140,3,9,0
9_11_11,16,68,4,18,1
9_11_12,19,146,1,38,0
9_11_2,16,73,1,36,0
9_11_3,16,92,1,6,2
9_11_4,12,106,3,13,0
9_11_5,16,108,1,8,0
9_11_6,7,78,3,3,3
9_11_7,12,150,1,22,0
9_11_8,11,92,0,10,0
9_11_9,12,94,0,17,0
9_12_1,5,56,0,22,0
9_12_10,3,28,0,21,0
9_12_11,8,95,0,4,0
9_12_12,5,129,0,15,0
9_12_2,4,24,1,12,0
9_12_3,1,62,1,1,0
9_12_4,5,44,0,3,0
9_12_5,3,44,4,23,1
9_12_6,23,101,1,5,0
9_12_7,2,71,0,3,3
9_12_8,7,88,0,10,0
9_12_9,9,26,0,2,0
9_13_1,12,106,0,21,0
9_13_2,12,111,2,22,0
9_13_3,17,151,3,17,0
9_13_4,12,62,1,7,2
9_13_5,5,210,1,12,0
9_13_6,13,147,0,21,0
9_13_7,32,115,2,29,1
9_14_1,8,71,1,13,0
9_14_10,235,528,0,13,1
9_14_2,4,98,0,1,0
9_14_3,26,177,0,19,0
9_14_4,30,183,0,22,0
9_14_5,92,614,0,7,0
9_14_6,128,697,0,24,0
9_14_7,136,280,1,7,0
9_14_8,234,320,0,16,0
9_14_9,63,168,0,15,0
9_15_1,12,63,2,0,1
9_15_10,25,66,1,9,0
9_15_11,5,86,1,2,0
9_15_2,10,90,0,5,0
9_15_3,5,104,3,6,0
9_15_4,6,109,0,11,0
9_15_5,13,100,1,3,0
9_15_6,10,80,1,6,0
9_15_7,8,151,2,11,0
9_15_8,5,101,2,11,0
9_15_9,5,104,0,14,2
9_16_1,13,23,1,9,0
9_16_10,9,14,0,7,0
9_16_11,9,2,2,10,0
9_16_12,24,6,4,1,1
9_16_13,24,12,0,19,0
9_16_2,18,32,2,3,0
9_16_3,17,77,0,7,0
9_16_4,17,38,1,7,1
9_16_5,11,29,0,15,3
9_16_6,6,51,0,14,0
9_16_7,11,61,0,1,0
9_16_8,9,31,0,3,0
9_16_9,20,55,0,30,2
9_2_1,2,14,3,4,0
9_2_10,9,9,0,7,0
9_2_11,7,10,1,3,1
9_2_12,1,9,1,1,0
9_2_2,7,16,0,2,2
9_2_3,5,23,0,7,0
9_2_4,8,10,1,12,0
9_2_5,8,3,2,5,0
9_2_6,8,7,0,16,0
9_2_7,5,1,0,3,0
9_2_8,6,3,0,6,0
9_2_9,9,13,0,8,0
9_3_1,12,123,1,57,0
9_3_10,1,10,0,5,0
9_3_11,7,25,0,27,0
9_3_12,3,9,0,0,1
9_3_13,13,136,0,47,0
9_3_2,3,139,1,12,0
9_3_3,3,62,1,29,0
9_3_4,3,13,0,32,1
9_3_5,3,13,0,31,0
9_3_6,8,18,0,4,2
9_3_7,2,20,0,6,0
9_3_8,5,3,0,0,0
9_3_9,2,20,1,3,1
9_4_1,4,22,0,1,0
9_4_10,8,1,3,0,2
